season,league,team,strength_of_schedule,playoffs,corrected_team
1981,NBA,Cleveland Cavaliers,0.7,False,Cleveland Cavaliers
1981,NBA,Dallas Mavericks,0.07,False,Dallas Mavericks
1981,NBA,Denver Nuggets,-0.47,False,Denver Nuggets
1981,NBA,Detroit Pistons,0.74,False,Detroit Pistons
1981,NBA,Golden State Warriors,-0.23,False,Golden State Warriors
1981,NBA,Houston Rockets,-0.53,True,Houston Rockets
1981,NBA,Indiana Pacers,0.32,True,Indiana Pacers
1981,NBA,Kansas City Kings,-0.51,True,Kansas City Kings
1981,NBA,Los Angeles Lakers,-0.57,True,Los Angeles Lakers
1981,NBA,Milwaukee Bucks,-0.13,True,Milwaukee Bucks
1981,NBA,New Jersey Nets,0.87,False,New Jersey Nets
1981,NBA,New York Knicks,0.38,True,New York Knicks
1981,NBA,Philadelphia 76ers,-0.09,True,Philadelphia 76ers
1981,NBA,Phoenix Suns,-0.68,True,Phoenix Suns
1981,NBA,Portland Trail Blazers,-0.37,True,Portland Trail Blazers
1981,NBA,San Antonio Spurs,-0.7,True,San Antonio Spurs
1981,NBA,San Diego Clippers,-0.2,False,San Diego Clippers
1981,NBA,Seattle SuperSonics,-0.2,False,Seattle SuperSonics
1981,NBA,Utah Jazz,-0.1,False,Utah Jazz
1981,NBA,Washington Bullets,0.41,False,Washington Bullets
1980,NBA,Atlanta Hawks,-0.09,True,Atlanta Hawks
1980,NBA,Boston Celtics,-0.42,True,Boston Celtics
1980,NBA,Chicago Bulls,0.08,False,Chicago Bulls
1980,NBA,Cleveland Cavaliers,0.09,False,Cleveland Cavaliers
1980,NBA,Denver Nuggets,0.2,False,Denver Nuggets
1980,NBA,Detroit Pistons,0.67,False,Detroit Pistons
1980,NBA,Golden State Warriors,0.2,False,Golden State Warriors
1980,NBA,Houston Rockets,0.1,True,Houston Rockets
1980,NBA,Indiana Pacers,0.16,False,Indiana Pacers
1980,NBA,Kansas City Kings,-0.32,True,Kansas City Kings
1980,NBA,Los Angeles Lakers,-0.51,True,Los Angeles Lakers
1980,NBA,Milwaukee Bucks,-0.37,True,Milwaukee Bucks
1980,NBA,New Jersey Nets,0.19,False,New Jersey Nets
1980,NBA,New York Knicks,0.19,False,New York Knicks
1980,NBA,Philadelphia 76ers,-0.18,True,Philadelphia 76ers
1980,NBA,Phoenix Suns,-0.35,True,Phoenix Suns
1980,NBA,Portland Trail Blazers,-0.05,True,Portland Trail Blazers
1980,NBA,San Antonio Spurs,0.13,True,San Antonio Spurs
1980,NBA,San Diego Clippers,0.18,False,San Diego Clippers
1980,NBA,Seattle SuperSonics,-0.42,True,Seattle SuperSonics
1980,NBA,Utah Jazz,0.31,False,Utah Jazz
1980,NBA,Washington Bullets,0.28,True,Washington Bullets
1979,NBA,Atlanta Hawks,-0.16,True,Atlanta Hawks
1979,NBA,Boston Celtics,0.27,False,Boston Celtics
1979,NBA,Chicago Bulls,0.18,False,Chicago Bulls
1979,NBA,Cleveland Cavaliers,0.15,False,Cleveland Cavaliers
1979,NBA,Denver Nuggets,-0.04,True,Denver Nuggets
1979,NBA,Detroit Pistons,0.07,False,Detroit Pistons
1979,NBA,Golden State Warriors,0.08,False,Golden State Warriors
1979,NBA,Houston Rockets,-0.06,True,Houston Rockets
1979,NBA,Indiana Pacers,0.19,False,Indiana Pacers
1979,NBA,Kansas City Kings,-0.15,True,Kansas City Kings
1979,NBA,Los Angeles Lakers,-0.12,True,Los Angeles Lakers
1979,NBA,Milwaukee Bucks,-0.1,False,Milwaukee Bucks
1979,NBA,New Jersey Nets,0.17,True,New Jersey Nets
1979,NBA,New Orleans Jazz,0.28,False,Utah Jazz
1979,NBA,New York Knicks,0.09,False,New York Knicks
1979,NBA,Philadelphia 76ers,-0.11,True,Philadelphia 76ers
1979,NBA,Phoenix Suns,-0.15,True,Phoenix Suns
1979,NBA,Portland Trail Blazers,-0.14,True,Portland Trail Blazers
1979,NBA,San Antonio Spurs,-0.21,True,San Antonio Spurs
1979,NBA,San Diego Clippers,0.02,False,San Diego Clippers
1979,NBA,Seattle SuperSonics,-0.03,True,Seattle SuperSonics
1979,NBA,Washington Bullets,-0.24,True,Washington Bullets
